Title,Developer(s),Publisher(s),Release date
PAL,JP,NA
Robotech: Battlecry,Vicious Cycle Software,TDK Mediactive,"Dec 16, 2002 AUS Feb 14, 2003 EU",Unreleased,"Sep 23, 2002"
Robotech: Invasion,Vicious Cycle Software,Global Star Software,"Nov 19, 2004 AUS Jan 19, 2005 EU",Unreleased,"Oct 5, 2004"
Robots,Eurocom,Vivendi Universal Games,"Mar 11, 2005",Unreleased,"Feb 22, 2005"
Robot Wars: Extreme Destruction,Climax Development,Gamezlab,"Nov 22, 2002",Unreleased,Unreleased
Rocky,Rage Newcastle,Rage Software PAL Ubi Soft NA,"Oct 18, 2002",Unreleased,"Nov 12, 2002"
Rocky Legends,Venom Games,Ubisoft,"Oct 1, 2004 EU Oct 7, 2004 AUS","Jan 27, 2005","Sep 28, 2004"
Rogue Ops,Bits Studios,Kemco,"Feb 6, 2004","Feb 26, 2004","Oct 28, 2003"
Rogue Trooper,Rebellion Developments,Eidos Interactive,"Apr 21, 2006",Unreleased,"May 23, 2006"
RollerCoaster Tycoon,Frontier Developments,Infogrames,"Mar 25, 2003",Unreleased,"Mar 25, 2003"
Rolling,Rage Software,SCi Games,"Oct 24, 2003",Unreleased,Unreleased
Room Zoom,Blade Interactive,Jaleco Entertainment,"Jul 14, 2004",Unreleased,"Jul 14, 2004"
Rugby 06,EA Canada HB Studios,EA Sports,"Feb 10, 2006",Unreleased,"Feb 14, 2006"
Rugby 2005,EA Canada,EA Sports,"Mar 18, 2005",Unreleased,"Mar 11, 2005"
Rugby Challenge 2006,Swordfish Studios,Ubisoft,"Feb 3, 2006",Unreleased,Unreleased
Rugby League,Sidhe Interactive,Tru Blu Entertainment,"Dec 12, 2003 AUS Dec 19, 2003 EU",Unreleased,Unreleased
Rugby League 2,Sidhe Interactive,Tru Blu Entertainment,Jun 2006,Unreleased,Unreleased
Run Like Hell,Digital Mayhem,Interplay Entertainment,"Jun 18, 2004 EU Aug 6, 2004 AUS",Unreleased,"Apr 8, 2003"
Samurai Shodown V,Yuki Enterprise,SNK Playmore,Unreleased,Unreleased,"Jan 18, 2006"
Samurai Warriors,Omega Force,Koei,"Sep 24, 2004","Jul 29, 2004","Jul 13, 2004"
Scaler,Artificial Mind and Movement,Global Star Software,"Oct 29, 2004 AUS Nov 26, 2004 EU",Unreleased,"Oct 20, 2004"
Scarface: The World Is Yours,Radical Entertainment,Vivendi Games,"Oct 13, 2006",Unreleased,"Oct 10, 2006"
SCAR: Squadra Corse Alfa Romeo,Milestone srl,Black Bean Games,"Jun 24, 2005",Unreleased,Unreleased
Scooby-Doo! Mystery Mayhem,Artificial Mind and Movement,THQ,"Mar 26, 2004",Unreleased,"Mar 2, 2004"
Scooby-Doo! Night of 100 Frights,Heavy Iron Studios,THQ,Unreleased,Unreleased,"Aug 26, 2003"
Scooby-Doo! Unmasked,Artificial Mind and Movement,THQ,"Sep 16, 2005",Unreleased,"Sep 12, 2005"
Scrapland,MercurySteam,Enlight Software NA Deep Silver PAL,"Mar 18, 2005 EU Apr 7, 2005 AUS",Unreleased,"Mar 7, 2005"
SeaBlade,Vision Scape Interactive,Simon & Schuster Interactive NA TDK Mediactive Europe PAL,"Mar 28, 2003",Unreleased,"Nov 20, 2002"
Second Sight,Free Radical Design,Codemasters,"Sep 3, 2004",Unreleased,"Sep 21, 2004"
Secret Weapons Over Normandy,Totally Games,LucasArts,"Nov 28, 2003",Unreleased,"Nov 18, 2003"
Sega GT 2002,Wow Entertainment,Sega,"Nov 8, 2002","Sep 12, 2002","Sep 3, 2002"
Sega GT Online,Wow Entertainment,Sega,"Feb 6, 2004","Dec 25, 2003","Jan 27, 2004"
Sega Soccer Slam,Black Box Games,Sega,"Oct 11, 2002",Unreleased,"Aug 20, 2002"
Sensible Soccer 2006,Kuju Sheffield,Codemasters,"Jun 9, 2006",Unreleased,Unreleased
Sentou Yousei Yukikaze: Yousei no Mau Sora,AquaSystem,AquaSystem,Unreleased,"Aug 7, 2003",Unreleased
Serious Sam,Croteam,Gotham Games,"Dec 6, 2002",Unreleased,"Nov 12, 2002"
Serious Sam 2,Croteam,2K Games,"Oct 14, 2005",Unreleased,"Oct 11, 2005"
Shadow of Memories,Konami Computer Entertainment Tokyo,Konami,"Sep 27, 2002",Unreleased,Unreleased
Shadow Ops: Red Mercury,Zombie Studios,Atari,"Jun 18, 2004",Unreleased,"Jun 15, 2004"
Shadow the Hedgehog,Sega Studios USA,Sega,"Nov 18, 2005","Dec 15, 2005","Nov 15, 2005"
Shamu's Deep Sea Adventures,Fun Labs,Activision,"Feb 1, 2006 AUS Mar 17, 2006 EU",Unreleased,"Nov 1, 2005"
Shark Tale,Edge of Reality,Activision,"Sep 21, 2004 AUS Oct 1, 2004 EU",Unreleased,"Sep 29, 2004"
Shattered Union,PopTop Software,2K Games,"Oct 21, 2005",Unreleased,"Oct 17, 2005"
Shellshock: Nam '67,Guerrilla Games,Eidos Interactive,"Sep 3, 2004 EU Sep 23, 2004 AUS",Unreleased,"Sep 14, 2004"
Shenmue II,Sega AM2,Microsoft Game Studios,"Mar 21, 2003",Unreleased,"Oct 29, 2002"
Shikigami no Shiro,Alfa System,MediaQuest,Unreleased,"Mar 14, 2002",Unreleased
Shikigami no Shiro Evolution,Alfa System,MediaQuest,Unreleased,"Dec 19, 2002",Unreleased
Shikigami no Shiro II,Alfa System,Kids Station,Unreleased,"Apr 15, 2004",Unreleased
Shinchou Mahjong,Success,e frontier,Unreleased,"Apr 24, 2003",Unreleased
Shin Megami Tensei: Nine,Atlus NexTech,Atlus,Unreleased,"Dec 5, 2002",Unreleased
Showdown: Legends of Wrestling,Acclaim Studios Austin,Acclaim Entertainment,"Jul 2, 2004",Unreleased,"Jun 24, 2004"
Shrek,Digital Illusions Canada,TDK Mediactive,"Mar 27, 2002 EU Mar 29, 2002 UK",Unreleased,"Nov 15, 2001"
Shrek 2,Luxoflux,Activision,"Jun 18, 2004","Dec 16, 2004","May 4, 2004"
Shrek Super Party,Mass Media,TDK Mediactive,"Nov 29, 2002",Unreleased,"Nov 14, 2002"
Shrek SuperSlam,Shaba Games,Activision,"Nov 18, 2005",Unreleased,"Oct 25, 2005"
Sid Meier's Pirates!,Firaxis Games,2K Games,"Jul 22, 2005 EU Jul 29, 2005 AUS",Unreleased,"Jul 11, 2005"
Silent Hill 2,Team Silent,Konami,"Oct 4, 2002","Feb 22, 2002","Dec 18, 2001"
Silent Hill 4: The Room,Konami Software Shanghai,Konami,"Sep 17, 2004",Unreleased,"Sep 7, 2004"
Silent Scope Complete,Konami,Konami,"Mar 19, 2004",Unreleased,"Feb 10, 2004"
The Simpsons: Hit & Run,Radical Entertainment,Vivendi Universal Games,"Oct 31, 2003","Dec 25, 2003","Sep 16, 2003"
The Simpsons: Road Rage,Radical Entertainment,Electronic Arts,"Mar 22, 2002",Unreleased,"Dec 1, 2001"
The Sims,Edge of Reality,EA Games,"Apr 4, 2003",Unreleased,"Mar 25, 2003"
The Sims 2,Maxis,Electronic Arts,"Nov 2, 2005 AUS Nov 4, 2005 EU",Unreleased,"Oct 25, 2005"
The Sims Bustin' Out,Maxis,EA Games,"Dec 19, 2003 EU Feb 27, 2004 AUS",Unreleased,"Dec 16, 2003"
Ski Racing 2005,ColdWood Interactive,JoWooD Productions,"Mar 24, 2005",Unreleased,Unreleased
Ski Racing 2006,ColdWood Interactive,JoWooD Productions,"Nov 25, 2005",Unreleased,Unreleased
Slam Tennis,Infogrames Sheffield House,Infogrames,"Aug 23, 2002",Unreleased,Unreleased
Smashing Drive,Point of View,Namco,Unreleased,Unreleased,"May 13, 2002"
Sneak King,Blitz Games,King Games,Unreleased,Unreleased,"Nov 19, 2006"
Sneakers Nezmix (JP),Media.Vision,Microsoft Game Studios,Unreleased,"Feb 22, 2002","Oct 22, 2002"
Sniper Elite,Rebellion Developments,MC2 France PAL Namco Hometek NA,"Oct 6, 2005 AUS Oct 7, 2005 EU",Unreleased,"Oct 18, 2005"
SNK vs. Capcom: SVC Chaos,SNK Playmore,SNK Playmore JP/NA Ignition Entertainment PAL,"Mar 18, 2005 EU May 13, 2005 AUS","Oct 7, 2004","Sep 28, 2004"
Soldier of Fortune II: Double Helix,Gratuitous Games,Activision,"Jun 20, 2003 EU Jul 3, 2003 AUS",Unreleased,"Jun 24, 2003"
Sonic Heroes,Sonic Team USA,Sega,"Feb 2, 2004","Dec 30, 2003","Jan 27, 2004"
Sonic Mega Collection Plus,Sonic Team,Sega,"Feb 4, 2005 EU Mar 20, 2005 AUS","Dec 9, 2004","Nov 2, 2004"
Sonic Riders,Sonic Team Now Production,Sega,"Mar 17, 2006 EU Mar 30, 2006 AUS","Feb 23, 2006","Feb 21, 2006"
Soulcalibur II,Project Soul,Namco,"Sep 26, 2003","Mar 27, 2003","Aug 26, 2003"
Spartan: Total Warrior,Creative Assembly,Sega,"Oct 7, 2005 EU Oct 14, 2005 AUS",Unreleased,"Oct 25, 2005"
Spawn: Armageddon,Point of View,Namco,"Mar 12, 2004",Unreleased,"Nov 21, 2003"
Special Forces: Nemesis Strike Counter Terrorist Special Forces: Fire for Effect (PAL),Asobo Studio,Hip Games,"Apr 1, 2005",Unreleased,"Mar 22, 2005"
Speed Kings,Climax London,Acclaim Entertainment,"Jul 4, 2003",Unreleased,"Jun 3, 2003"
Sphinx and the Cursed Mummy,Eurocom,THQ,"Feb 20, 2004",Unreleased,"Nov 10, 2003"
Spider-Man,Treyarch,Activision WW Capcom JP,"Jun 7, 2002","Feb 13, 2003","Apr 16, 2002"
Spider-Man 2,Treyarch,Activision,"Jul 2, 2004 AUS Jul 9, 2004 EU",Unreleased,"Jun 29, 2004"
Spikeout: Battle Street,Dimps,Sega,"Apr 22, 2005","Mar 24, 2005","Mar 29, 2005"
Splashdown,Rainbow Studios,Infogrames,"Aug 30, 2002 EU Sep 20, 2002 AUS",Unreleased,"Jun 25, 2002"
Splat Magazine Renegade Paintball,Cat Daddy Games,Global Star Software,"Apr 7, 2006",Unreleased,"Oct 11, 2005"
SpongeBob SquarePants: Battle for Bikini Bottom,Heavy Iron Studios,THQ,"Nov 28, 2003",Unreleased,"Oct 29, 2003"
"SpongeBob SquarePants: Lights, Camera, Pants!",THQ Studio Australia,THQ,"Oct 21, 2005",Unreleased,"Oct 19, 2005"
The SpongeBob SquarePants Movie,Heavy Iron Studios,THQ,"Nov 19, 2004 AUS Feb 18, 2005 EU",Unreleased,"Oct 27, 2004"
SpyHunter,Point of View,Midway,"Jun 28, 2002",Unreleased,"Mar 12, 2002"
SpyHunter 2,Angel Studios,Midway,"Mar 5, 2004",Unreleased,"Nov 24, 2003"
SpyHunter: Nowhere to Run,Terminal Reality,Midway,Unreleased,Unreleased,"Sep 5, 2006"
Spy vs. Spy,Vicious Cycle Software,Global Star Software,"Apr 29, 2005",Unreleased,"Apr 7, 2005"
Spyro: A Hero's Tail,Eurocom,Vivendi Universal Games,"Nov 19, 2004",Unreleased,"Nov 2, 2004"
SSX 3,EA Canada,EA Sports BIG,"Oct 31, 2003",Unreleased,"Oct 21, 2003"
SSX on Tour,EA Canada,EA Sports BIG,"Oct 21, 2005",Unreleased,"Oct 11, 2005"
SSX Tricky,EA Canada,EA Sports BIG,"Jun 14, 2002","Apr 4, 2002","Dec 11, 2001"
Stacked with Daniel Negreanu,5000 ft,Myelin Media,Unreleased,Unreleased,"May 30, 2006"
Stake: Fortune Fighters,Gameness Art,Metro3D,"Jun 6, 2003",Unreleased,"May 5, 2003"
Star Trek: Shattered Universe,Starsphere Interactive,TDK Mediactive,"Apr 30, 2004",Unreleased,"Jan 14, 2004"
Star Wars: Battlefront,Pandemic Studios,LucasArts,"Sep 22, 2004 AUS Sep 23, 2004 NZ Sep 24, 2004 EU","Oct 7, 2004","Sep 21, 2004"
Star Wars: Battlefront II,Pandemic Studios,LucasArts,"Oct 28, 2005",Unreleased,"Nov 1, 2005"
Star Wars: The Clone Wars,Pandemic Studios,LucasArts,"May 9, 2003",Unreleased,"Apr 22, 2003"
Star Wars: Episode III – Revenge of the Sith,The Collective,LucasArts,"May 5, 2005",Unreleased,"May 5, 2005"
Star Wars Jedi Knight II: Jedi Outcast,Vicarious Visions,LucasArts NA Activision WW,"Nov 22, 2002",Unreleased,"Nov 19, 2002"
Star Wars Jedi Knight: Jedi Academy,Vicarious Visions,LucasArts NA Activision WW,"Nov 21, 2003 EU Dec 4, 2003 AUS","Sep 2, 2004","Nov 18, 2003"
Star Wars: Jedi Starfighter,LucasArts,LucasArts,"May 31, 2002",Unreleased,"May 14, 2002"
Star Wars: Knights of the Old Republic,BioWare,LucasArts,"Sep 12, 2003",Unreleased,"Jul 16, 2003"
Star Wars Knights of the Old Republic II: The Sith Lords,Obsidian Entertainment,LucasArts,"Feb 11, 2005 EU Feb 15, 2005 AUS",Unreleased,"Dec 6, 2004"
Star Wars: Obi-Wan,LucasArts,LucasArts,"Mar 29, 2002",Unreleased,"Dec 19, 2001"
Star Wars: Republic Commando,LucasArts,LucasArts,"Mar 4, 2005","Feb 17, 2005","Mar 1, 2005"
Star Wars: Starfighter Special Edition,"Secret Level, Inc.",LucasArts,Unreleased,Unreleased,"Nov 15, 2001"
Starsky & Hutch,Supersonic Software,Empire Interactive PAL Gotham Games NA,"Jun 20, 2003",Unreleased,"Sep 9, 2003"
State of Emergency,VIS Entertainment,Rockstar Games,"Apr 4, 2003",Unreleased,"Mar 25, 2003"
Steel Battalion,Nude Maker Capcom Production Studio 4,Capcom,"Mar 28, 2003","Sep 12, 2002","Nov 20, 2002"
Steel Battalion: Line of Contact,Nude Maker Capcom Production Studio 4,Capcom,"Mar 26, 2004","Feb 26, 2004","Feb 26, 2004"
Still Life,Microïds Canada,MC2 PAL The Adventure Company NA,"Jun 3, 2005",Unreleased,"Jun 6, 2005"
Stolen,Blue 52,Hip Games,"Apr 8, 2005",Unreleased,"Apr 22, 2005"
Street Fighter Anniversary Collection,Capcom,Capcom,"Oct 29, 2004 EU Nov 12, 2004 AUS","Oct 28, 2004","Feb 22, 2005"
Street Hoops,Black Ops Entertainment,Activision,"Oct 4, 2002",Unreleased,"Aug 13, 2002"
Street Racing Syndicate,Eutechnyx,Namco,"May 6, 2005 EU May 20, 2005 AUS",Unreleased,"Aug 31, 2004"
Strike Force Bowling,LAB Rats Games,Crave Entertainment,Unreleased,Unreleased,"May 10, 2004"
Stubbs the Zombie in Rebel Without a Pulse,Wideload,Aspyr,"Feb 10, 2006",Unreleased,"Oct 18, 2005"
Sudeki,Climax Studios,Microsoft Game Studios,"Aug 27, 2004","Jul 14, 2005","Jul 20, 2004"
The Suffering,Surreal Software,Midway,"May 14, 2004",Unreleased,"Mar 8, 2004"
The Suffering: Ties That Bind,Surreal Software,Midway,"Oct 28, 2005",Unreleased,"Sep 26, 2005"
Super Bubble Pop,Runecraft,Jaleco Entertainment,"Mar 15, 2003",Unreleased,"Dec 25, 2002"
Super Monkey Ball Deluxe,Tose,Sega,"Aug 26, 2005","Mar 24, 2005","Mar 15, 2005"
Superman Returns,EA Tiburon,Electronic Arts Warner Bros. Interactive Entertainment,"Nov 24, 2006 EU Nov 30, 2006 AUS",Unreleased,"Nov 20, 2006"
Superman: The Man of Steel,Circus Freak,Infogrames,"Dec 13, 2002",Unreleased,"Nov 12, 2002"
SWAT: Global Strike Team,Argonaut Games,Vivendi Universal Games,"Dec 5, 2003",Unreleased,"Oct 28, 2003"
SX Superstar,Climax Solent,AKA Acclaim,"Jul 4, 2003",Unreleased,"Jun 30, 2003"
Syberia,Microïds,Microïds PAL XS Games NA,"Jun 6, 2003",Unreleased,"Jul 23, 2003"
Syberia II,Microïds Canada,XS Games NA MC2-Microïds PAL,"Nov 26, 2004",Unreleased,"Oct 12, 2004"
Taito Legends,Empire Interactive,Empire Interactive PAL Sega NA,"Oct 14, 2005",Unreleased,"Oct 25, 2005"
Taito Legends 2,Empire Interactive,Empire Interactive,"Mar 30, 2006 AUS Mar 31, 2006 EU",Unreleased,Unreleased
Tak: The Great Juju Challenge,Avalanche Software,THQ,"Mar 3, 2006",Unreleased,"Sep 19, 2005"
Tak 2: The Staff of Dreams,Avalanche Software,THQ,"Mar 11, 2005 AUS Mar 24, 2005 EU",Unreleased,"Oct 11, 2004"
Takahashi Junko no Mahjong Seminar,Success,Success,Unreleased,"Jun 13, 2002",Unreleased
Tao Feng: Fist of the Lotus,Studio Gigante,Microsoft Game Studios,"May 9, 2003","Oct 23, 2003","Mar 18, 2003"
Taz: Wanted,Blitz Games,Infogrames,"Sep 27, 2002 EU Oct 18, 2002 AUS",Unreleased,"Sep 17, 2002"
Tecmo Classic Arcade,Tecmo,Tecmo,"Oct 21, 2005","Oct 27, 2005","Sep 13, 2005"
Teen Titans,Artificial Mind and Movement,THQ Majesco Entertainment,Unreleased,Unreleased,"Oct 13, 2006"
Teenage Mutant Ninja Turtles,Konami Computer Entertainment Studios,Konami,"Apr 16, 2004",Unreleased,"Oct 21, 2003"
Teenage Mutant Ninja Turtles 2: Battle Nexus,Konami Computer Entertainment Studios,Konami,"Mar 11, 2005",Unreleased,"Oct 19, 2004"
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,Konami Computer Entertainment Studios,Konami,"Apr 14, 2006",Unreleased,"Nov 1, 2005"
Tenchu: Return from Darkness,K2,Activision WW FromSoftware JP,"Mar 19, 2004 EU Mar 30, 2004 AUS","May 27, 2004","Mar 9, 2004"
Tenerezza,Aquaplus,Aquaplus,Unreleased,"Jan 29, 2003",Unreleased
Tennis Masters Series 2003,Microïds Canada,Microïds,"Nov 30, 2002",Unreleased,"Aug 7, 2003"
The Terminator: Dawn of Fate,Paradigm Entertainment,Infogrames,"Oct 25, 2002 EU Nov 2002 AUS",Unreleased,"Sep 17, 2002"
Terminator 3: Rise of the Machines,Black Ops Entertainment Shiny Entertainment Legend Entertainment Atari Melbourne House,Atari,"Nov 28, 2003",Unreleased,"Nov 11, 2003"
Terminator 3: The Redemption,Paradigm Entertainment,Atari,"Sep 17, 2004 AUS Sep 24, 2004 EU",Unreleased,"Sep 9, 2004"
Test Drive TD Overdrive: The Brotherhood of Speed (PAL),Pitbull Syndicate,Infogrames,"Jul 5, 2002 EU Jul 12, 2002 AUS",Unreleased,"Jun 11, 2002"
Test Drive: Eve of Destruction,Monster Games,Atari,Unreleased,Unreleased,"Aug 25, 2004"
Test Drive: Off-Road Wide Open Off-Road: Wide Open (PAL),Angel Studios,Infogrames,"May 24, 2002 EU May 31, 2002 AUS",Unreleased,"Nov 15, 2001"
Tetris Worlds,Radical Entertainment,THQ WW Success JP,"Sep 20, 2002","Nov 14, 2002","Jun 26, 2002"
Thief: Deadly Shadows,Ion Storm,Eidos Interactive,"Jun 11, 2004",Unreleased,"May 25, 2004"
The Thing,Computer Artworks,Black Label Games Konami,"Sep 20, 2002",Unreleased,"Sep 3, 2002"
Thousand Land,FromSoftware,FromSoftware,Unreleased,"Mar 20, 2003",Unreleased
Thrillville,Frontier Developments,LucasArts,Unreleased,Unreleased,"Nov 21, 2006"
Tiger Woods PGA Tour 06,EA Redwood Shores Hypnos Entertainment,EA Sports,"Oct 7, 2005 EU Oct 10, 2005 AUS",Unreleased,"Sep 22, 2005"
Tiger Woods PGA Tour 07,EA Redwood Shores,EA Sports,"Sep 21, 2006 AUS Sep 22, 2006 EU",Unreleased,"Oct 10, 2006"
Tiger Woods PGA Tour 2003,EA Redwood Shores,EA Sports,"Nov 22, 2002",Unreleased,"Oct 29, 2002"
Tiger Woods PGA Tour 2004,EA Redwood Shores,EA Sports,"Sep 25, 2003 AUS Sep 26, 2003 EU",Unreleased,"Sep 22, 2003"
Tiger Woods PGA Tour 2005,EA Redwood Shores,EA Sports,"Sep 17, 2004 AUS Sep 24, 2004 EU",Unreleased,"Sep 21, 2004"
TimeSplitters 2,Free Radical Design,Eidos Interactive,"Oct 18, 2002 EU Nov 4, 2002 AUS",Unreleased,"Oct 8, 2002"
TimeSplitters: Future Perfect,Free Radical Design,EA Games,"Mar 24, 2005",Unreleased,"Mar 22, 2005"
TMNT: Mutant Melee,Konami Computer Entertainment Hawaii,Konami,Unreleased,Unreleased,"Mar 15, 2005"
TOCA Race Driver V8 Supercars: Race Driver (AUS) Pro Race Driver (NA),Codemasters,Codemasters,"Mar 28, 2003 EU Apr 4, 2003 AUS",Unreleased,"Apr 15, 2003"
TOCA Race Driver 2 V8 Supercars 2 (AUS),Codemasters,Codemasters,"Apr 15, 2004 AUS Apr 23, 2004 EU",Unreleased,"Apr 13, 2004"
TOCA Race Driver 3 V8 Supercars 3 (AUS),Codemasters,Codemasters,"Feb 23, 2006 AUS Feb 24, 2006 EU",Unreleased,"Feb 21, 2006"
ToeJam & Earl III: Mission to Earth,ToeJam & Earl Productions Visual Concepts,Sega,"Mar 7, 2003",Unreleased,"Oct 22, 2002"
Tom and Jerry in War of the Whiskers,VIS Entertainment,NewKidCo,Unreleased,Unreleased,"Nov 25, 2003"
Tom Clancy's Ghost Recon,Red Storm Entertainment,Ubi Soft,"Dec 6, 2002","Sep 25, 2003","Nov 12, 2002"
Tom Clancy's Ghost Recon 2,Red Storm Entertainment,Ubisoft,"Nov 25, 2004 AUS Nov 26, 2004 EU",Unreleased,"Nov 16, 2004"
Tom Clancy's Ghost Recon 2: Summit Strike,Red Storm Entertainment,Ubisoft,"Aug 25, 2005 AUS Aug 26, 2005 EU",Unreleased,"Aug 2, 2005"
Tom Clancy's Ghost Recon Advanced Warfighter,Ubisoft Shanghai,Ubisoft,"Mar 17, 2006",Unreleased,"Mar 7, 2006"
Tom Clancy's Ghost Recon: Island Thunder,Red Storm Entertainment,Ubi Soft,"Sep 5, 2003","Mar 11, 2004","Aug 5, 2003"
Tom Clancy's Rainbow Six 3,Ubisoft Montreal,Ubisoft,"Nov 7, 2003","Jul 8, 2004","Oct 28, 2003"
Tom Clancy's Rainbow Six 3: Black Arrow,Ubisoft Milan,Ubisoft,"Aug 20, 2004","Mar 10, 2005","Aug 5, 2004"
Tom Clancy's Rainbow Six: Critical Hour,Ubisoft Quebec,Ubisoft,Unreleased,Unreleased,"Mar 14, 2006"
Tom Clancy's Rainbow Six: Lockdown,Ubisoft Montreal,Ubisoft,"Sep 8, 2005 PAL Sep 9, 2005 UK","Sep 22, 2005","Sep 8, 2005"
Tom Clancy's Splinter Cell,Ubi Soft Montreal,Ubi Soft,"Nov 29, 2002","Nov 27, 2003","Nov 18, 2002"
Tom Clancy's Splinter Cell: Chaos Theory,Ubisoft Montreal Ubisoft Milan,Ubisoft,"Apr 1, 2005","Nov 17, 2005","Mar 29, 2005"
Tom Clancy's Splinter Cell: Double Agent,Ubisoft Montreal,Ubisoft,"Oct 26, 2006 AUS Oct 27, 2006 EU",Unreleased,"Oct 24, 2006"
Tom Clancy's Splinter Cell: Pandora Tomorrow,Ubisoft Milan Ubisoft Shanghai,Ubisoft,"Mar 26, 2004","Apr 7, 2005","Mar 27, 2004"
Tomb Raider: Legend,Nixxes Software,Eidos Interactive,"Apr 7, 2006 EU Apr 13, 2006 AUS",Unreleased,"Apr 11, 2006"
Tony Hawk's American Wasteland,Neversoft,Activision,"Oct 28, 2005",Unreleased,"Oct 18, 2005"
Tony Hawk's Project 8,Shaba Games,Activision,"Nov 15, 2006 AUS Nov 17, 2006 EU",Unreleased,"Nov 7, 2006"
Tony Hawk's Pro Skater 2x,Neversoft Treyarch,Activision O2,Unreleased,Unreleased,"Nov 15, 2001"
Tony Hawk's Pro Skater 3,Neversoft,Activision O2,"Mar 14, 2002",Unreleased,"Mar 15, 2002"
Tony Hawk's Pro Skater 4,Neversoft,Activision O2,"Nov 15, 2002",Unreleased,"Oct 23, 2002"
Tony Hawk's Underground,Neversoft,Activision,"Nov 21, 2003","May 20, 2004","Oct 27, 2003"
Tony Hawk's Underground 2,Neversoft,Activision,"Oct 8, 2004",Unreleased,"Oct 4, 2004"
Top Gear RPM Tuning RPM Tuning (PAL),Babylon Software,Kemco NA MC2 France PAL,"Jun 3, 2005",Unreleased,"Feb 16, 2005"
Top Spin,PAM Development Indie Games,Microsoft Game Studios,"Nov 7, 2003","Jul 15, 2004","Oct 28, 2003"
Torino 2006,49Games,2K Sports,"Jan 20, 2006 AUS Jan 27, 2006 EU",Unreleased,"Jan 25, 2006"
Tork: Prehistoric Punk,Tiwak,Ubisoft,Unreleased,Unreleased,"Jan 12, 2005"
Total Club Manager 2004,Budcat Creations,EA Sports,"Dec 5, 2003",Unreleased,Unreleased
Total Club Manager 2005,Budcat Creations,EA Sports,"Oct 29, 2004",Unreleased,Unreleased
Total Immersion Racing,Razorworks,Empire Interactive,"Nov 1, 2002",Unreleased,"Nov 18, 2002"
Total Overdose,Deadline Games,SCi Games,"Sep 16, 2005",Unreleased,"Sep 27, 2005"
Totaled! Crashed (PAL),Rage Games,Rage Games PAL Majesco Sales NA,"Jun 7, 2002",Unreleased,"Jul 30, 2002"
Touge R,Cave,Atlus,Unreleased,"Dec 12, 2002",Unreleased
Tour de France,Konami Computer Entertainment Osaka,Konami,"Jul 26, 2002",Unreleased,Unreleased
Toxic Grind,Blue Shift,THQ,"Nov 8, 2002",Unreleased,"Oct 21, 2002"
TransWorld Snowboarding,Housemarque,Infogrames,"Nov 8, 2002",Unreleased,"Oct 15, 2002"
Transworld Surf,Angel Studios,Infogrames,"Mar 14, 2002",Unreleased,"Nov 15, 2001"
Triangle Again,"KiKi Co., Ltd.","KiKi Co., Ltd.",Unreleased,"Jun 27, 2002",Unreleased
Triangle Again 2,"KiKi Co., Ltd.","KiKi Co., Ltd.",Unreleased,"Dec 19, 2002",Unreleased
Trigger Man,Point of View,Crave Entertainment,Unreleased,Unreleased,"Sep 28, 2004"
Triple Play 2002,Pandemic Studios,EA Sports,Unreleased,Unreleased,"Mar 18, 2002"
Trivial Pursuit: Unhinged,Artech Studios,Atari,Unreleased,Unreleased,"Mar 26, 2004"
Tron 2.0: Killer App,Climax LA,Buena Vista Interactive,"Dec 3, 2004",Unreleased,"Nov 3, 2004"
True Crime: New York City,Exakt Entertainment,Activision,"Nov 25, 2005",Unreleased,"Nov 16, 2005"
True Crime: Streets of LA,Luxoflux,Activision,"Nov 7, 2003","Oct 28, 2004","Nov 4, 2003"
Turok: Evolution,Acclaim Studios Austin,Acclaim Entertainment,"Sep 6, 2002",Unreleased,"Sep 1, 2002"
Ty the Tasmanian Tiger,Krome Studios,EA Games,"Nov 22, 2002",Unreleased,"Oct 9, 2002"
Ty the Tasmanian Tiger 2: Bush Rescue,Krome Studios,EA Games,"Nov 2, 2004 AUS Nov 5, 2004 EU",Unreleased,"Oct 12, 2004"
Ty the Tasmanian Tiger 3: Night of the Quinkan,Krome Studios,Activision,"Feb 1, 2006",Unreleased,"Oct 12, 2005"
UEFA Champions League 2004-2005,EA Sports,EA Sports,"Feb 4, 2005",Unreleased,Unreleased
UEFA Euro 2004,EA Canada,EA Sports,"May 7, 2004",Unreleased,"May 4, 2004"
UFC: Tapout,DreamFactory,Crave Entertainment NA Capcom JP Ubi Soft PAL,"Sep 20, 2002","Apr 18, 2002","Feb 19, 2002"
UFC: Tapout 2,DreamFactory,TDK Mediactive,Unreleased,Unreleased,"Mar 20, 2003"
Ultimate Beach Soccer Pro Beach Soccer (PAL),PAM Development,Wanadoo Edition PAL DreamCatcher Interactive NA,"Aug 29, 2003",Unreleased,"Nov 14, 2003"
Ultimate Pro Pinball,Atomic Planet Entertainment,Empire Interactive,"Jul 15, 2005",Unreleased,Unreleased
Ultimate Spider-Man,Treyarch,Activision,"Oct 12, 2005 AUS Oct 14, 2005 EU",Unreleased,"Sep 22, 2005"
Ultra Bust-a-Move Ultra Puzzle Bobble (JP),Taito,Majesco Sales NA Taito JP 505 Games PAL,"May 19, 2006","Jan 27, 2005","Nov 4, 2004"
